Brand,Product_Name,Price,Polarized,Prescription,Frame_Color,Lense_Color,Eye_Size,Item ID
Ray-Ban,RB3713D,233.1,Yes,Prescribed Sunglasses,Arista,Dark Green Glass Polarised,,30121497
Ray-Ban,Jim RB3694,219.6,Yes,Prescribed Sunglasses,Black on Arista,Vintage Blue Black Gradient Glass  ,55 Eye Size,24351487
Ray-Ban,Jim RB3694,219.6,Yes,Prescribed Sunglasses,Havana on Gunmetal,Vintage Brown Black Gradient Glass  ,55 Eye Size,31485446
Ray-Ban,RB3727D,232.2,Yes,Prescribed Sunglasses,Arista,Dark Green Polarised,,82890135
Ray-Ban,Hexagonal Legend RB3548,219.6,Yes,Prescribed Sunglasses,Arista,Green Vintage Gradient Glass  ,51 Eye Size,32033450
Ray-Ban,Hexagonal Legend RB3548,219.6,Yes,Prescribed Sunglasses,Black,Grey Gradient Glass  ,54 Eye Size,28011808
Valley,Dylan Kain,260.0,Yes,Prescribed Sunglasses,Gloss Black with 24k. Gold Metal Trim,Black,,11896870
Dolce & Gabbana,DG4446B,504.9,Yes,Prescribed Sunglasses,Black,Grey,,76022325
Raen,Wiley,251.96,Yes,Prescribed Sunglasses,Cambria,Green Polarised,,96281158
Raen,Remmy 52,251.96,Yes,Prescribed Sunglasses,Cambria,Green Polarised,,33712608
Raen,Remmy 49 Small,251.96,Yes,Prescribed Sunglasses,Cambria,Green Polarised,,12605726
Raen,Remmy 52,251.96,Yes,Prescribed Sunglasses,Crystal Clear,Blue Smoke Polarised,,10369212
Raen,Remmy 49 Small,251.96,Yes,Prescribed Sunglasses,Crystal Clear,Blue Smoke Polarised,,62833490
Ray-Ban,New Round RB3637,232.2,Yes,Prescribed Sunglasses,Gold,Blue Gradient Glass  ,53 Eye Size,71144378
Coach,HC8396U,201.45,Yes,Prescribed Sunglasses,Black,Grey Gradient,,96154766
Coach,HC8395F,201.45,Yes,Prescribed Sunglasses,Amethyst Pink Gradient,Purple Gradient,,68796712
Coach,HC8395F,201.45,Yes,Prescribed Sunglasses,Black,Grey Gradient,,15490549
Coach,HC8393U,215.9,Yes,Prescribed Sunglasses,Caramel Tortoise,Brown Gradient,,17786816
Coach,HC8393U,215.9,Yes,Prescribed Sunglasses,Transparent Dusty Rose,Brown Pink Gradient,,73803539
Coach,HC8393U,215.9,Yes,Prescribed Sunglasses,Black,Grey Gradient,,81101470
Coach,HC8392U,215.9,Yes,Prescribed Sunglasses,Caramel Tortoise,Brown Gradient,,80869494
Coach,HC8392U,215.9,Yes,Prescribed Sunglasses,Transparent Dusty Rose,Brown Pink Gradient,,77334391
Coach,HC8392U,215.9,Yes,Prescribed Sunglasses,Black,Grey Gradient,,43136217
Coach,HC8391U,179.35,Yes,Prescribed Sunglasses,Milky Cloud,Brown Gradient,,53439520
Coach,HC8391U,179.35,Yes,Prescribed Sunglasses,Black,Grey,,50540042
Coach,HC8390U,179.35,Yes,Prescribed Sunglasses,Milky Cloud,Wine,,38211841
Coach,HC8368D,170.85,Yes,Prescribed Sunglasses,Transparent Brown,Brown Gradient,,97064051
Coach,HC7167B,222.7,Yes,Prescribed Sunglasses,Pink Pearl,Brown Pink Gradient,,55516780
Coach,HC7165D,179.35,Yes,Prescribed Sunglasses,Shiny Rose Gold,Burgundy Gradient,,80528312
Coach,HC7165D,179.35,Yes,Prescribed Sunglasses,Shiny Light Gold,Grey Gradient,,70152053
Coach,HC7165D,179.35,Yes,Prescribed Sunglasses,Shiny Light Gold and Brown,Brown and Peach Gradient,,51525412
Coach,HC7128,179.35,Yes,Prescribed Sunglasses,Shiny Black,Grey,,69100365
Emporio Armani,EA4230U,250.75,Yes,Prescribed Sunglasses,Shiny Black,Dark Grey,,68917210
Emporio Armani,EA4228,235.45,Yes,Prescribed Sunglasses,Shiny Green and Matte Gunmetal,Green Gradient,,49251798
Emporio Armani,EA4228,235.45,Yes,Prescribed Sunglasses,Shiny Black and Matte Pale Gold,Brown Gradient,,70626643
Emporio Armani,EA4227U,249.05,Yes,Prescribed Sunglasses,Shiny Black,Dark Grey Polarised,,25976331
Emporio Armani,EA4226D,192.1,Yes,Prescribed Sunglasses,Shiny Blue,Dark Blue,,11733670
Emporio Armani,EA4226D,192.1,Yes,Prescribed Sunglasses,Shiny Black,Dark Grey,,62892319
Emporio Armani,EA4225U,192.1,Yes,Prescribed Sunglasses,Matte Blue,Brown Gradient,,51052286
Emporio Armani,EA4225U,192.1,Yes,Prescribed Sunglasses,Matte Black,Dark Grey,,36500513
Emporio Armani,EA4224F,206.55,Yes,Prescribed Sunglasses,Shiny Opaline Brown,Brown,,67528194
Emporio Armani,EA4224F,249.05,Yes,Prescribed Sunglasses,Shiny Black,Dark Grey Gradient Polarised,,93787199
Emporio Armani,EA4223U,206.55,Yes,Prescribed Sunglasses,Matte Blue,Dark Blue,,40657234
Emporio Armani,EA4223U,206.55,Yes,Prescribed Sunglasses,Matte Black,Dark Grey,,40978300
Emporio Armani,EA4222U,235.45,Yes,Prescribed Sunglasses,Shiny Black,Dark Grey,,39704517
Emporio Armani,EA4220,221.85,Yes,Prescribed Sunglasses,Shiny Transparent Light Brown,Yellow and Light Brown Gradient,,84122841
Emporio Armani,EA4220,221.85,Yes,Prescribed Sunglasses,Shiny Transparent Black,Grey Gradient,,56973367
Emporio Armani,EA4219,264.35,Yes,Prescribed Sunglasses,Matte Dark Grey,Grey Polarised,,30490901
Emporio Armani,EA4219,221.85,Yes,Prescribed Sunglasses,Matte Blue,Dark Blue,,79481716
Emporio Armani,EA4219,221.85,Yes,Prescribed Sunglasses,Matte Black,Grey Mirror Black,,12367608
Emporio Armani,EA4058,264.35,Yes,Prescribed Sunglasses,Matte Green,Dark Green Polarised,,39924653
Emporio Armani,EA4033,249.05,Yes,Prescribed Sunglasses,Matte Grey,Blue Gradient Polarised,,74593037
Emporio Armani,EA2155,221.85,Yes,Prescribed Sunglasses,Matte Brown,Dark Brown,,25891460
Emporio Armani,EA2155,221.85,Yes,Prescribed Sunglasses,Matte Black,Dark Grey,,66283263
Valley,Ritual,260.0,Yes,Prescribed Sunglasses,Sienna Tort with Gold Metal,Brown Gradient,,28867392
Valley,Ritual,260.0,Yes,Prescribed Sunglasses,Gloss Black with Silver Metal,Orange Gradient,,84946058
Valley,Ritual,260.0,Yes,Prescribed Sunglasses,Smoky Quartz Fade with Gold Metal,Black Gradient,,18474504
Valley,Ritual,260.0,Yes,Prescribed Sunglasses,Gloss Black with Silver Metal,Black,,39092934
Valley,Orb,260.0,Yes,Prescribed Sunglasses,Matte Black Japanese Titanium,Black Gradient,,63774531
Valley,Orb,260.0,Yes,Prescribed Sunglasses,Matte Silver Japanese Titanium,Black,,47499363
Valley,Orb,260.0,Yes,Prescribed Sunglasses,Gloss Bronze Japanese Titanium,Black,,24707774
Valley,Lafayette,260.0,Yes,Prescribed Sunglasses,Gloss Black with Gold Metal,Black,,55201440
Valley,Lafayette,260.0,Yes,Prescribed Sunglasses,Army Green Clear Tort Splice with Gold Metal,Brown Gradient,,68135025
Valley,Lafayette,260.0,Yes,Prescribed Sunglasses,Light Tan Biege Splice with Rose Gold Metal,Brown Gradient,,74354935
Valley,Lafayette,260.0,Yes,Prescribed Sunglasses,Maple Tort with Gold Metal,Brown Gradient,,90240892
Valley,Lafayette,260.0,Yes,Prescribed Sunglasses,Gloss Black Light Tan Splice with Rose Gold Metal,Black,,11693946
Valley,Lafayette,260.0,Yes,Prescribed Sunglasses,Gloss Black with Gold Metal,Black Gradient,,87255387
Valley,Bang,260.0,Yes,Prescribed Sunglasses,Army Green with Gold Metal Trim,Brown Gradient,,60961958
Ray-Ban,RB4435,196.2,Yes,Prescribed Sunglasses,Transparent Brown,Brown Glass  ,56 Eye Size,33250583
Ray-Ban,RB4435,259.2,Yes,Prescribed Sunglasses,Black,Green Polarised Glass  ,59 Eye Size,54813194
Persol,PO3328S,442.8,Yes,Prescribed Sunglasses,Transparent Brown,Blue Gradient Polarised Glass  ,58 Eye Size,42980883
Persol,PO3302S,415.8,Yes,Prescribed Sunglasses,Transparent Grey,Blue Gradient Polarised Glass,,15183272
Persol,PO0649,389.7,Yes,Prescribed Sunglasses,Black,Blue Gradient Polarised Glass  ,54 Eye Size,43760885
Persol,PO0649,326.7,Yes,Prescribed Sunglasses,Transparent Dark Grey,Blue Glass  ,54 Eye Size,73329422
Persol,PO0649,326.7,Yes,Prescribed Sunglasses,Opal Beige,Dark Grey Glass  ,54 Eye Size,42682392
Ray-Ban,Kiliane RB4395,196.2,Yes,Prescribed Sunglasses,Transparent Brown,Dark Brown,,31769301
Ray-Ban,Kiliane RB4395,196.2,Yes,Prescribed Sunglasses,Black,Dark Grey,,66549376
Michael Kors,San Lucas MK2214U,219.6,Yes,Prescribed Sunglasses,Plum Graphic Tortoise,Cordovan Gradient,,28892415
Michael Kors,San Lucas MK2214U,219.6,Yes,Prescribed Sunglasses,Dark Tortoise,Brown Gradient,,61866836
Michael Kors,San Lucas MK2214U,219.6,Yes,Prescribed Sunglasses,Black,Dark Grey Gradient,,73263379
Versace,VE4473U,509.4,Yes,Prescribed Sunglasses,Dark Havana,Dark Grey,,48798280
Versace,VE4441,351.9,Yes,Prescribed Sunglasses,Dark Havana,Dark Brown,,24548973
Versace,VE4402,598.5,Yes,Prescribed Sunglasses,Black,Dark Grey,,81312931
Versace,VE2264,535.5,Yes,Prescribed Sunglasses,Silver,Dark Grey,,70834576
Michael Kors,Nice MK2213,219.6,Yes,Prescribed Sunglasses,Amber Graphic Tortoise,Light Brown Gradient,,80747507
Michael Kors,Nice MK2213,255.6,Yes,Prescribed Sunglasses,Plum Graphic Tortoise,Cordovan Gradient,,44395995
Michael Kors,Nice MK2213,219.6,Yes,Prescribed Sunglasses,Dark Tortoise,Brown Gradient,,86146167
Michael Kors,Nice MK2213,219.6,Yes,Prescribed Sunglasses,Black,Dark Grey Gradient,,91518249
Michael Kors,Dubai MK2211U,166.5,Yes,Prescribed Sunglasses,Blue Transparent,Dark Grey,,78654657
Michael Kors,Dubai MK2211U,202.5,Yes,Prescribed Sunglasses,Dark Tortoise,Brown Gradient Polarised,,93797832
Michael Kors,Asheville MK2210U,166.5,Yes,Prescribed Sunglasses,Brown Transparent,Brown Mirror,,86403146
Michael Kors,Asheville MK2210U,166.5,Yes,Prescribed Sunglasses,Black,Dark Grey,,49537760
Michael Kors,Bel Air MK2209U,166.5,Yes,Prescribed Sunglasses,Brown Transparent,Brown Mirror,,62519067
Michael Kors,Bel Air MK2209U,166.5,Yes,Prescribed Sunglasses,Black,Dark Grey,,60002930
Michael Kors,Dupont MK2184U,202.5,Yes,Prescribed Sunglasses,Transparent Brown,Brown Gradient Polarised  ,58 Eye Size,85185623
Versace,VE4458F,458.1,Yes,Prescribed Sunglasses,Transparent Brown,Light Brown,,51660923
Michael Kors,Karlie MK2170U,228.6,Yes,Prescribed Sunglasses,Black,Grey Gradient Polarised,,65081276
Michael Kors,Sanya MK1157D,173.7,Yes,Prescribed Sunglasses,Shiny Light Gold,Grey,,42922551
Michael Kors,Sanya MK1157D,173.7,Yes,Prescribed Sunglasses,Shiny Light Gold,Light Brown,,72057658
Michael Kors,Keswick MK1156,253.8,Yes,Prescribed Sunglasses,Shiny Gold,Olive Green,,12764695
Michael Kors,Silverton MK1153,192.6,Yes,Prescribed Sunglasses,Shiny Yellow Gold,Light Grey Gradient,,57780257
Michael Kors,Cadiz MK1145B,253.8,Yes,Prescribed Sunglasses,Shiny Silver,Navy Gradient,,29949871
Michael Kors,Cadiz MK1145B,253.8,Yes,Prescribed Sunglasses,Shiny Light Gold,Brown Gradient,,76344250
Michael Kors,CATALONIA MK1144B,253.8,Yes,Prescribed Sunglasses,Shiny Rose Gold,Light Brown and Pink Gradient,,40314888
Michael Kors,CATALONIA MK1144B,253.8,Yes,Prescribed Sunglasses,Shiny Light Gold,Brown Gradient,,24685823
Dolce & Gabbana,DG4471,413.1,Yes,Prescribed Sunglasses,Transparent Violet,Lilac Isa Black Silver Mirror,,56421081
Dolce & Gabbana,DG4471,413.1,Yes,Prescribed Sunglasses,Black,Dark Grey,,91733605
