Brand,Product_Name,Price,Polarized Glasses,Prescibed Glasses,Frame_Color,Lense_Color,Eye_Size,Item ID
Oakley,Hstn A,217.8,No,No,Matte Black and Duality Swirl,Prizm Black,54 Eye Size,18539210
GUCCI,GG1663S,675,No,No,Black,Grey,54 Eye Size,79803110
Ray-Ban,Old Aviator RB3825,219.6,No,No,Silver,Blue Clear Gradient Glass  ,58 Eye Size,12883477
Oakley,Holbrook XL,268.2,No,No,Matte Cyan and Blue Colorshift,Prizm Black Polarised,58 Eye Size,99846151
Ray-Ban,Elliot RX5397,201.6,No,Yes,Yellow and Blue Havana,Clear  ,50 Eye Size,42609843
Oakley,HSTN,307.8,No,No,Navy and Trans Blue,Prizm ,24K Polarised,31844442
Miu Miu,MU56ZS,538.2,No,No,Gold,Light Purple Brown,24K Polarised,56737350
GUCCI,GG1664S,700,No,No,Havana,Brown,24K Polarised,63696904
Ray-Ban,Aviator RX6489,201.6,No,Yes,Rose Gold,Clear  ,58 Eye Size,67734385
Miu Miu,11WS,509.4,No,No,Honey Havana,Light Purple Brown,58 Eye Size,86466117
Tiffany & Co.,TF2236D,460.8,No,Yes,Black on Crystal Tiffany Blue,Clear  ,48 Eye Size,91289871
Versace,VE3339U,358.2,No,Yes,Opal Grey,Clear,48 Eye Size,67932031
Coach,HC8393U,215.9,Yes,No,Transparent Dusty Rose,Brown Pink Gradient,48 Eye Size,73803539
Oakley,BiSphaera,300.6,No,No,Matte Grey Camo,Prizm Sapphire Mirror Polarised,48 Eye Size,44919796
Oakley,Frogskins Range,217.8,No,No,Celeste,Prizm Black Mirror,48 Eye Size,97070219
Prada,PRA51S,592.2,No,No,Silver,Grey Gradient,48 Eye Size,62461296
Oakley,BiSphaera,237.6,No,No,Matte Carbon,Prizm Dark Golf Mirror,48 Eye Size,21400529
Ray-Ban,Wayfarer Way RB2241,273.6,No,No,Striped Havana,Green Polarised Glass  ,54 Eye Size,86411538
Miu Miu,01YS,509.4,Yes,No,Honey Havana,Dark Brown,54 Eye Size,19737001
Prada,PR56ZV,409.5,No,Yes,Silver,Clear,54 Eye Size,29033506
Ray-Ban,Bain Bridge RB3735,273.6,No,No,Arista Gold,Green Polarised Glass  ,57 Eye Size,81974362
Ray-Ban,RB3749,219.6,Yes,No,Arista,Brown Clear Gradient Glass  ,55 Eye Size,33797495
Ray-Ban,RB3749,219.6,No,No,Black,Grey Gradient Glass  ,55 Eye Size,28510318
Prada,PR01ZVD,352.8,No,Yes,Black,Clear,55 Eye Size,94122926
Prada,PRA01V,352.8,No,Yes,Havana,Clear  ,55 Eye Size,70460611
Burberry,BE2406U,383.4,No,Yes,Brown,Clear  ,52 Eye Size,89242813
Prada,PRA06S,561.6,Yes,No,Transparent Dark Grey,Dark Grey,52 Eye Size,89565777
Prada,PRA06SF,561.6,Yes,No,Root Tortoise,Dark Brown,52 Eye Size,29301035
Prada,PR65ZS,440.1,Yes,No,Pale Gold,Dark Green,52 Eye Size,88837333
Versace,VE3326U,286.2,No,Yes,Black,Clear,52 Eye Size,40896420
Prada,PR65ZS,440.1,Yes,No,Pale Gold,Light Purple Brown,52 Eye Size,38253768
Prada Linea Rossa,PSA50S,450.9,No,No,Gunmetal,Grey Gradient,52 Eye Size,20059471
Prada,PR08ZV,494.1,No,Yes,Black,Clear,52 Eye Size,26858245
Coach,HC8391U,179.35,Yes,No,Caramel Tortoise,Brown,52 Eye Size,14121557
Ray-Ban,Frank RX3857V,201.6,No,Yes,Silver,Clear,52 Eye Size,35245781
Oakley,Holbrook,268.2,Yes,No,Matte Crystal Black,Prizm Black Polarised,52 Eye Size,61535842
Ray-Ban,RB3751,223.2,No,No,Copper,Green Silver Mirror Glass  ,61 Eye Size,67084262
Oakley,Castel,205.2,No,No,Matte Silver and Blue Colourshift,Prizm Sapphire,61 Eye Size,91612887
Emporio Armani,EA4058,264.35,Yes,No,Matte Green,Dark Green Polarised,61 Eye Size,39924653
Ray-Ban,RB3713D,233.1,Yes,No,Arista,Dark Green Glass Polarised,61 Eye Size,30121497
Ray-Ban,Elliot RX5397,201.6,No,Yes,Black,Clear  ,50 Eye Size,27375894
Michael Kors,Dupont MK2184U,202.5,Yes,No,Transparent Brown,Brown Gradient Polarised  ,58 Eye Size,85185623
Versace,VE3331U,313.2,No,Yes,Havana,Clear,58 Eye Size,80127766
Ray-Ban,RB3749,210.6,No,No,Arista,Green Glass  ,55 Eye Size,28393826
Michael Kors,Bel Air MK2209U,166.5,Yes,No,Black,Dark Grey,55 Eye Size,60002930
Miu Miu,MU11ZS,509.4,No,No,Honey Havana,Light Purple Brown,55 Eye Size,33033499
Ray-Ban,Mr Burbank RX5383,214.2,No,Yes,Havana on Transparent,Clear,55 Eye Size,43358525
Prada,PRA08V,494.1,No,Yes,Black,Clear  ,54 Eye Size,46570267
Oakley,Holbrook (A),205.2,Yes,No,Matte Grenache,Prizm Dark Golf,54 Eye Size,23071893
Oakley,Thurso,258.3,No,No,Matte Grenache,Prizm Dark Golf,54 Eye Size,92975538
Isabel Marant,IM 0184/S,414,No,No,Black,Grey,54 Eye Size,26118091
Prada,PR18ZV,494.1,No,Yes,Matte Black,Clear,54 Eye Size,13172419
Prada,PR23YS,531.9,Yes,No,Black,Light Brown,54 Eye Size,11596875
Ray-Ban,RB2210,196.2,No,No,Havana,Green Glass,54 Eye Size,35996809
Serengeti,Lenwood,413.1,No,No,Shiny Classic Havana,555nm Photochromic Polarised Glass,54 Eye Size,13281078
Oakley,Nxtlvl OX8028,225.9,No,Yes,Matte Dark Silver Blue Colourshift,Clear,54 Eye Size,28437534
Ray-Ban,Old Aviator RB3825,210.6,No,No,Black,Dark Grey Glass  ,62 Eye Size,69019632
Ray-Ban,RB2210,259.2,No,No,Havana,Brown Polarised Glass,62 Eye Size,67278747
Emporio Armani,EA2155,221.85,Yes,No,Matte Black,Dark Grey,62 Eye Size,66283263
Emporio Armani,EA4227U,249.05,Yes,No,Shiny Black,Dark Grey Polarised,62 Eye Size,25976331
Prada,PR59ZV,494.1,No,Yes,Gold,Clear,62 Eye Size,43188945
Prada,PR62YVD,503.1,No,Yes,Cerise and Pink Gold,Clear,62 Eye Size,29280487
Versace,VE4402,598.5,Yes,No,Black,Dark Grey,62 Eye Size,81312931
Valley,Bang,260,No,No,Transparent Mocha with Rose Gold Metal Trim,Brown,62 Eye Size,35813480
Prada,PRA06S,561.6,Yes,No,Root Tortoise,Dark Brown,62 Eye Size,20283780
Boss,1722/G/S,306,No,No,Black,Dark Grey Gradient,62 Eye Size,93539350
Ray-Ban,Hexagonal Legend RB3548,219.6,Yes,No,Black,Grey Gradient Glass  ,54 Eye Size,28011808
Prada Linea Rossa,PS07PV,324.9,No,Yes,Crystal,Clear,54 Eye Size,56509792
Prada,PR09YV,438.3,No,Yes,Havana,Clear,54 Eye Size,65641839
Oakley,Frogskins Range,244.8,No,No,Matte Black and Matte Grey,Prizm Road,54 Eye Size,35254776
Michael Kors,Dubai MK2211U,166.5,Yes,No,Blue Transparent,Dark Grey,54 Eye Size,78654657
Prada Linea Rossa,PSA51S,450.9,No,No,Matte Champagne,Silver Mirror,54 Eye Size,86658770
Miu Miu,MU07YS,509.4,No,No,Transparent Mauve,Light Purple Brown,54 Eye Size,93054830
Prada Linea Rossa,PS50PV,381.6,No,Yes,Rubber Blue,Clear,54 Eye Size,69619267
Miu Miu,MU11ZS,509.4,No,No,Mahogany Havana,Grey,54 Eye Size,10642439
Boss,1722/G/S,306,No,No,Havana,Green,54 Eye Size,47078851
Oakley Youth,Capacitor,133,No,No,Polished Retina Burn,Prizm Ruby,54 Eye Size,11751384
Miu Miu,MU14ZS,538.2,No,No,Transparent Mauve,Light Purple Brown,54 Eye Size,12825509
Ray-Ban,Bain Bridge RB3735,210.6,No,No,Arista Gold,Green Glass  ,57 Eye Size,59612289
Ray-Ban,RB3751,196.2,No,No,Gunmetal,Dark Grey Glass  ,58 Eye Size,40968251
Emporio Armani,EA4228,235.45,Yes,No,Shiny Black and Matte Pale Gold,Brown Gradient,58 Eye Size,70626643
Oakley,Holbrook (A),187.2,Yes,No,Matte Black and Blue Aurora,Prizm Grey,58 Eye Size,65985495
